Token	freq	prob
returned	3	0.00021408691928923143
sunset	1	7.136230642974381e-05
earth	5	0.00035681153214871903
beginning	7	0.0004995361450082067
cool	4	0.00028544922571897526
correct	3	0.00021408691928923143
eternity	4	0.00028544922571897526
office	5	0.00035681153214871903
returning	1	7.136230642974381e-05
penguins	1	7.136230642974381e-05
montgomery	1	7.136230642974381e-05
hurriedly	1	7.136230642974381e-05
mentally	1	7.136230642974381e-05
registered	1	7.136230642974381e-05
committing	1	7.136230642974381e-05
winter	10	0.0007136230642974381
warm	3	0.00021408691928923143
television	1	7.136230642974381e-05
clean	6	0.00042817383857846286
sheets	2	0.00014272461285948763
beds	1	7.136230642974381e-05
gravy	1	7.136230642974381e-05
mashed	1	7.136230642974381e-05
potatoes	2	0.00014272461285948763
dance	3	0.00021408691928923143
week	11	0.0007849853707271819
lady	5	0.00035681153214871903
kooks	2	0.00014272461285948763
locked	1	7.136230642974381e-05
razor	2	0.00014272461285948763
lovely	4	0.00028544922571897526
student	3	0.00021408691928923143
nurses	1	7.136230642974381e-05
ah	2	0.00014272461285948763
spent	7	0.0004995361450082067
total	6	0.00042817383857846286
loss	2	0.00014272461285948763
martin	3	0.00021408691928923143
murky	3	0.00021408691928923143
intelligence	1	7.136230642974381e-05
dinosaur	2	0.00014272461285948763
canyon	6	0.00042817383857846286
culvert	2	0.00014272461285948763
dropped	4	0.00028544922571897526
inch	4	0.00028544922571897526
fish	45	0.0032113037893384713
fought	4	0.00028544922571897526
steep	3	0.00021408691928923143
brushy	1	7.136230642974381e-05
poison	3	0.00021408691928923143
oak	3	0.00021408691928923143
follow	4	0.00028544922571897526
liked	10	0.0007136230642974381
seeing	5	0.00035681153214871903
offer	2	0.00014272461285948763
know	29	0.0020695068864625705
real	3	0.00021408691928923143
son	2	0.00014272461285948763
bitch	1	7.136230642974381e-05
fight	2	0.00014272461285948763
god	11	0.0007849853707271819
damn	10	0.0007136230642974381
brush	1	7.136230642974381e-05
hardly	3	0.00021408691928923143
narrow	3	0.00021408691928923143
faucet	1	7.136230642974381e-05
bad	8	0.0005708984514379505
knowing	3	0.00021408691928923143
jump	4	0.00028544922571897526
plumber	1	7.136230642974381e-05
bevel	1	7.136230642974381e-05
graveyards	3	0.00021408691928923143
hills	2	0.00014272461285948763
slow	1	7.136230642974381e-05
moving	5	0.00035681153214871903
procession	1	7.136230642974381e-05
fir	3	0.00021408691928923143
kept	14	0.0009990722900164134
peter	1	7.136230642974381e-05
pan	11	0.0007849853707271819
year	20	0.0014272461285948761
round	1	7.136230642974381e-05
pumping	1	7.136230642974381e-05
headstones	2	0.00014272461285948763
statues	2	0.00014272461285948763
tombs	1	7.136230642974381e-05
flat	4	0.00028544922571897526
tire	2	0.00014272461285948763
rain	10	0.0007136230642974381
mechanic	1	7.136230642974381e-05
fancy	9	0.0006422607578676942
markers	2	0.00014272461285948763
boards	5	0.00035681153214871903
heels	1	7.136230642974381e-05
stale	1	7.136230642974381e-05
devoted	1	7.136230642974381e-05
slob	1	7.136230642974381e-05
father	5	0.00035681153214871903
beloved	1	7.136230642974381e-05
death	14	0.0009990722900164134
graves	1	7.136230642974381e-05
cans	5	0.00035681153214871903
wilted	3	0.00021408691928923143
flowers	11	0.0007849853707271819
sacred	1	7.136230642974381e-05
memory	3	0.00021408691928923143
talbot	1	7.136230642974381e-05
age	3	0.00021408691928923143
eighteen	2	0.00014272461285948763
shot	5	0.00035681153214871903
honky	2	0.00014272461285948763
tonk	1	7.136230642974381e-05
november	2	0.00014272461285948763
mayonnaise	6	0.00042817383857846286
sister	2	0.00014272461285948763
crazy	1	7.136230642974381e-05
eventually	1	7.136230642974381e-05
seasons	1	7.136230642974381e-05
names	8	0.0005708984514379505
sleepy	1	7.136230642974381e-05
short	3	0.00021408691928923143
order	7	0.0004995361450082067
cook	5	0.00035681153214871903
cracking	1	7.136230642974381e-05
eggs	6	0.00042817383857846286
grill	1	7.136230642974381e-05
railroad	8	0.0005708984514379505
station	8	0.0005708984514379505
horses	3	0.00021408691928923143
trotting	1	7.136230642974381e-05
paths	1	7.136230642974381e-05
sky	7	0.0004995361450082067
fished	3	0.00021408691928923143
dusk	2	0.00014272461285948763
hatch	2	0.00014272461285948763
poverty	1	7.136230642974381e-05
bothered	1	7.136230642974381e-05
cleaning	1	7.136230642974381e-05
vision	4	0.00028544922571897526
gathering	1	7.136230642974381e-05
bugs	4	0.00028544922571897526
weeds	3	0.00021408691928923143
clods	1	7.136230642974381e-05
andgoing	1	7.136230642974381e-05
vise	1	7.136230642974381e-05
tying	2	0.00014272461285948763
stuff	8	0.0005708984514379505
outside	10	0.0007136230642974381
casting	2	0.00014272461285948763
watching	7	0.0004995361450082067
float	3	0.00021408691928923143
clouds	5	0.00035681153214871903
evening	4	0.00028544922571897526
star	3	0.00021408691928923143
sea	6	0.00042817383857846286
rider	1	7.136230642974381e-05
owned	3	0.00021408691928923143
bookstore	12	0.0008563476771569257
magic	1	7.136230642974381e-05
legged	2	0.00014272461285948763
crow	2	0.00014272461285948763
dandelion	2	0.00014272461285948763
mountain	10	0.0007136230642974381
jew	3	0.00021408691928923143
retired	1	7.136230642974381e-05
merchant	1	7.136230642974381e-05
seaman	1	7.136230642974381e-05
torpedoed	1	7.136230642974381e-05
atlantic	3	0.00021408691928923143
floated	3	0.00021408691928923143
heart	9	0.0006422607578676942
attack	5	0.00035681153214871903
volkswagen	1	7.136230642974381e-05
marin	1	7.136230642974381e-05
county	2	0.00014272461285948763
works	5	0.00035681153214871903
george	6	0.00042817383857846286
orwell	1	7.136230642974381e-05
aldington	1	7.136230642974381e-05
edmund	1	7.136230642974381e-05
wilson	1	7.136230642974381e-05
sixteen	3	0.00021408691928923143
dostoevsky	1	7.136230642974381e-05
whores	1	7.136230642974381e-05
parking	2	0.00014272461285948763
rows	2	0.00014272461285948763
cars	9	0.0006422607578676942
print	4	0.00028544922571897526
wanted	17	0.0012131592093056448
read	12	0.0008563476771569257
forgotten	1	7.136230642974381e-05
organic	1	7.136230642974381e-05
process	1	7.136230642974381e-05
music	5	0.00035681153214871903
virgins	1	7.136230642974381e-05
wore	6	0.00042817383857846286
ancient	2	0.00014272461285948763
copyrights	1	7.136230642974381e-05
maidenheads	1	7.136230642974381e-05
afternoons	1	7.136230642974381e-05
terrible	1	7.136230642974381e-05
brewed	1	7.136230642974381e-05
cups	1	7.136230642974381e-05
thick	1	7.136230642974381e-05
turkish	1	7.136230642974381e-05
coffee	13	0.0009277099835866696
copper	1	7.136230642974381e-05
waited	6	0.00042817383857846286
end	10	0.0007136230642974381
chinese	6	0.00042817383857846286
screens	1	7.136230642974381e-05
contained	2	0.00014272461285948763
couch	2	0.00014272461285948763
cabinet	4	0.00028544922571897526
things	23	0.0016413330478841075
chairs	1	7.136230642974381e-05
tiny	3	0.00021408691928923143
bathroom	10	0.0007136230642974381
fastened	1	7.136230642974381e-05
watch	6	0.00042817383857846286
fob	1	7.136230642974381e-05
sitting	17	0.0012131592093056448
stool	4	0.00028544922571897526
book	11	0.0007849853707271819
shape	2	0.00014272461285948763
chalice	1	7.136230642974381e-05
pages	4	0.00028544922571897526
gin	1	7.136230642974381e-05
page	11	0.0007849853707271819
billy	1	7.136230642974381e-05
kid	8	0.0005708984514379505
york	9	0.0006422607578676942
city	7	0.0004995361450082067
owner	2	0.00014272461285948763
arm	1	7.136230642974381e-05
shoulder	2	0.00014272461285948763
laid	9	0.0006422607578676942
stopped	20	0.0014272461285948761
pair	7	0.0004995361450082067
strangers	1	7.136230642974381e-05
moments	2	0.00014272461285948763
pointed	1	7.136230642974381e-05
embarrassed	5	0.00035681153214871903
entering	3	0.00021408691928923143
upstairs	6	0.00042817383857846286
toilet	9	0.0006422607578676942
abruptly	1	7.136230642974381e-05
followed	8	0.0005708984514379505
equally	1	7.136230642974381e-05
lying	10	0.0007136230642974381
naked	4	0.00028544922571897526
chair	4	0.00028544922571897526
lap	3	0.00021408691928923143
worry	2	0.00014272461285948763
difference	2	0.00014272461285948763
rolls	2	0.00014272461285948763
royces	2	0.00014272461285948763
body	29	0.0020695068864625705
skin	2	0.00014272461285948763
muscle	2	0.00014272461285948763
flowing	2	0.00014272461285948763
rocks	11	0.0007849853707271819
bone	4	0.00028544922571897526
hidden	1	7.136230642974381e-05
nerves	1	7.136230642974381e-05
aquarius	1	7.136230642974381e-05
love	12	0.0008563476771569257
smiling	4	0.00028544922571897526
sad	1	7.136230642974381e-05
shoes	4	0.00028544922571897526
word	7	0.0004995361450082067
slightly	1	7.136230642974381e-05
birds	7	0.0004995361450082067
wire	2	0.00014272461285948763
strung	2	0.00014272461285948763
tossing	1	7.136230642974381e-05
wires	2	0.00014272461285948763
minute	3	0.00021408691928923143
sheepish	2	0.00014272461285948763
kissed	1	7.136230642974381e-05
speaking	3	0.00021408691928923143
sending	1	7.136230642974381e-05
emotion	1	7.136230642974381e-05
emie	1	7.136230642974381e-05
dinner	12	0.0008563476771569257
downstairs	1	7.136230642974381e-05
relaxed	4	0.00028544922571897526
experiment	2	0.00014272461285948763
functional	1	7.136230642974381e-05
desk	1	7.136230642974381e-05
tell	12	0.0008563476771569257
anti	3	0.00021408691928923143
spanish	3	0.00021408691928923143
civil	3	0.00021408691928923143
war	11	0.0007849853707271819
communist	12	0.0008563476771569257
cleveland	7	0.0004995361450082067
ohio	1	7.136230642974381e-05
painter	1	7.136230642974381e-05
sightseeing	1	7.136230642974381e-05
mardi	1	7.136230642974381e-05
gras	1	7.136230642974381e-05
greek	2	0.00014272461285948763
drawing	2	0.00014272461285948763
picture	4	0.00028544922571897526
anarchist	2	0.00014272461285948763
met	7	0.0004995361450082067
stand	6	0.00042817383857846286
killed	8	0.0005708984514379505
slapped	1	7.136230642974381e-05
embarrassing	1	7.136230642974381e-05
repeat	1	7.136230642974381e-05
fell	9	0.0006422607578676942
anatomy	1	7.136230642974381e-05
melancholy	1	7.136230642974381e-05
drawings	1	7.136230642974381e-05
millionaires	1	7.136230642974381e-05
barcelona	1	7.136230642974381e-05
england	2	0.00014272461285948763
ship	4	0.00028544922571897526
remained	1	7.136230642974381e-05
spain	2	0.00014272461285948763
loved	3	0.00021408691928923143
lost	55	0.00392492685363591
wave	3	0.00021408691928923143
seagull	1	7.136230642974381e-05
dragging	2	0.00014272461285948763
driftwood	1	7.136230642974381e-05
artillery	1	7.136230642974381e-05
horizon	2	0.00014272461285948763
bumped	1	7.136230642974381e-05
departed	1	7.136230642974381e-05
philadelphia	1	7.136230642974381e-05
partly	2	0.00014272461285948763
pipe	3	0.00021408691928923143
tobacco	1	7.136230642974381e-05
ahead	3	0.00021408691928923143
crossed	3	0.00021408691928923143
border	2	0.00014272461285948763
mexico	3	0.00021408691928923143
rode	1	7.136230642974381e-05
horse	7	0.0004995361450082067
knew	8	0.0005708984514379505
afraid	6	0.00042817383857846286
men	7	0.0004995361450082067
gun	9	0.0006422607578676942
rurales	2	0.00014272461285948763
tough	1	7.136230642974381e-05
powerful	1	7.136230642974381e-05
seduced	1	7.136230642974381e-05
thirteen	1	7.136230642974381e-05
adobe	1	7.136230642974381e-05
hut	2	0.00014272461285948763
practically	7	0.0004995361450082067
slender	2	0.00014272461285948763
hair	5	0.00035681153214871903
dirt	2	0.00014272461285948763
floor	14	0.0009990722900164134
pigs	1	7.136230642974381e-05
chickens	2	0.00014272461285948763
walls	4	0.00028544922571897526
coated	1	7.136230642974381e-05
sperm	4	0.00028544922571897526
pillow	2	0.00014272461285948763
blanket	4	0.00028544922571897526
zocalo	1	7.136230642974381e-05
live	9	0.0006422607578676942
sary	1	7.136230642974381e-05
kindly	1	7.136230642974381e-05
shoelaces	2	0.00014272461285948763
harpsichord	2	0.00014272461285948763
truth	2	0.00014272461285948763
traveled	1	7.136230642974381e-05
finish	5	0.00035681153214871903
interrupted	2	0.00014272461285948763
glad	1	7.136230642974381e-05
resumed	1	7.136230642974381e-05
speed	4	0.00028544922571897526
turn	11	0.0007849853707271819
faster	2	0.00014272461285948763
spinning	3	0.00021408691928923143
wheels	1	7.136230642974381e-05
hayman	16	0.001141796902875901
fart	1	7.136230642974381e-05
named	5	0.00035681153214871903
charles	4	0.00028544922571897526
sort	4	0.00028544922571897526
assed	2	0.00014272461285948763
pioneer	1	7.136230642974381e-05
country	4	0.00028544922571897526
ugly	1	7.136230642974381e-05
horrible	2	0.00014272461285948763
drained	1	7.136230642974381e-05
worthless	1	7.136230642974381e-05
called	7	0.0004995361450082067
mr	28	0.0019981445800328268
write	8	0.0005708984514379505
considered	1	7.136230642974381e-05
odd	2	0.00014272461285948763
jobs	1	7.136230642974381e-05
mule	3	0.00021408691928923143
broke	6	0.00042817383857846286
fix	1	7.136230642974381e-05
fences	1	7.136230642974381e-05
fire	10	0.0007136230642974381
diet	1	7.136230642974381e-05
wheat	4	0.00028544922571897526
kale	6	0.00042817383857846286
sack	2	0.00014272461285948763
pestle	2	0.00014272461285948763
grew	8	0.0005708984514379505
tended	2	0.00014272461285948763
prize	1	7.136230642974381e-05
winning	1	7.136230642974381e-05
orchids	1	7.136230642974381e-05
smoke	3	0.00021408691928923143
fool	1	7.136230642974381e-05
raw	1	7.136230642974381e-05
working	10	0.0007136230642974381
evil	1	7.136230642974381e-05
near	6	0.00042817383857846286
writing	3	0.00021408691928923143
ninety	1	7.136230642974381e-05
notion	1	7.136230642974381e-05
die	8	0.0005708984514379505
figured	1	7.136230642974381e-05
stay	2	0.00014272461285948763
shelf	2	0.00014272461285948763
rotted	1	7.136230642974381e-05
planting	1	7.136230642974381e-05
streams	2	0.00014272461285948763
sure	7	0.0004995361450082067
sooner	2	0.00014272461285948763
touched	2	0.00014272461285948763
bellies	1	7.136230642974381e-05
resting	1	7.136230642974381e-05
rainbow	4	0.00028544922571897526
forever	4	0.00028544922571897526
waters	1	7.136230642974381e-05
giving	3	0.00021408691928923143
natural	5	0.00035681153214871903
neck	5	0.00035681153214871903
tossed	1	7.136230642974381e-05
creel	3	0.00021408691928923143
fungus	1	7.136230642974381e-05
crawls	1	7.136230642974381e-05
ants	2	0.00014272461285948763
sugarbowl	1	7.136230642974381e-05
trapped	1	7.136230642974381e-05
dries	1	7.136230642974381e-05
talons	1	7.136230642974381e-05
bird	7	0.0004995361450082067
claws	1	7.136230642974381e-05
animal	5	0.00035681153214871903
pollution	1	7.136230642974381e-05
suffocating	1	7.136230642974381e-05
excrement	1	7.136230642974381e-05
beards	1	7.136230642974381e-05
flow	1	7.136230642974381e-05
mention	24	0.0017126953543138515
treatyse	1	7.136230642974381e-05
fysshynge	1	7.136230642974381e-05
wyth	1	7.136230642974381e-05
angle	2	0.00014272461285948763
boke	1	7.136230642974381e-05
st	2	0.00014272461285948763
albans	1	7.136230642974381e-05
published	22	0.0015699707414543638
minor	1	7.136230642974381e-05
tactics	1	7.136230642974381e-05
chalk	9	0.0006422607578676942
cutcliffe	2	0.00014272461285948763
stranger	2	0.00014272461285948763
fishin	1	7.136230642974381e-05
beatrice	2	0.00014272461285948763
northern	1	7.136230642974381e-05
memoirs	2	0.00014272461285948763
franck	1	7.136230642974381e-05
prime	1	7.136230642974381e-05
jim	1	7.136230642974381e-05
quick	2	0.00014272461285948763
certaine	1	7.136230642974381e-05
experiments	2	0.00014272461285948763
concerning	1	7.136230642974381e-05
fruite	1	7.136230642974381e-05
taverner	1	7.136230642974381e-05
sleeps	2	0.00014272461285948763
roderick	2	0.00014272461285948763
haig	2	0.00014272461285948763
flyfisher	2	0.00014272461285948763
point	3	0.00021408691928923143
view	3	0.00021408691928923143
col	1	7.136230642974381e-05
studies	2	0.00014272461285948763
kingsley	1	7.136230642974381e-05
madness	1	7.136230642974381e-05
robert	1	7.136230642974381e-05
traver	1	7.136230642974381e-05
sunshine	1	7.136230642974381e-05
dunne	1	7.136230642974381e-05
ray	2	0.00014272461285948763
bergman	1	7.136230642974381e-05
matching	1	7.136230642974381e-05
ernest	1	7.136230642974381e-05
schwiebert	1	7.136230642974381e-05
jr	1	7.136230642974381e-05
art	9	0.0006422607578676942
rapid	3	0.00021408691928923143
dresses	2	0.00014272461285948763
walker	1	7.136230642974381e-05
l	1	7.136230642974381e-05
determined	1	7.136230642974381e-05
angler	2	0.00014272461285948763
bradford	1	7.136230642974381e-05
women	4	0.00028544922571897526
chisie	1	7.136230642974381e-05
farrington	1	7.136230642974381e-05
tales	1	7.136230642974381e-05
el	1	7.136230642974381e-05
dorado	1	7.136230642974381e-05
zeland	1	7.136230642974381e-05
zane	1	7.136230642974381e-05
grey	1	7.136230642974381e-05
guide	1	7.136230642974381e-05
bainbridge	1	7.136230642974381e-05
dying	3	0.00021408691928923143
supreme	2	0.00014272461285948763
executioner	1	7.136230642974381e-05
woke	5	0.00035681153214871903
fried	3	0.00021408691928923143
bastard	2	0.00014272461285948763
light	19	0.0013558838221651324
hit	10	0.0007136230642974381
gradual	1	7.136230642974381e-05
department	6	0.00042817383857846286
shoe	3	0.00021408691928923143
fits	1	7.136230642974381e-05
owl	1	7.136230642974381e-05
snuff	1	7.136230642974381e-05
quarter	3	0.00021408691928923143
mile	4	0.00028544922571897526
mountainside	2	0.00014272461285948763
pint	2	0.00014272461285948763
thanks	6	0.00042817383857846286
snort	1	7.136230642974381e-05
shook	2	0.00014272461285948763
reminds	3	0.00021408691928923143
gray	3	0.00021408691928923143
leader	2	0.00014272461285948763
evageline	1	7.136230642974381e-05
vagina	1	7.136230642974381e-05
constant	1	7.136230642974381e-05
dream	2	0.00014272461285948763
childhood	7	0.0004995361450082067
promoter	1	7.136230642974381e-05
youth	2	0.00014272461285948763
longfellow	1	7.136230642974381e-05
henry	1	7.136230642974381e-05
miller	1	7.136230642974381e-05
cast	4	0.00028544922571897526
swirl	1	7.136230642974381e-05
needles	2	0.00014272461285948763
edge	5	0.00035681153214871903
perfectly	1	7.136230642974381e-05
contented	1	7.136230642974381e-05
grown	1	7.136230642974381e-05
watery	2	0.00014272461285948763
missed	2	0.00014272461285948763
oh	4	0.00028544922571897526
stolen	1	7.136230642974381e-05
painting	1	7.136230642974381e-05
upstream	1	7.136230642974381e-05
staircase	1	7.136230642974381e-05
poking	1	7.136230642974381e-05
evangeline	1	7.136230642974381e-05
hearing	2	0.00014272461285948763
crashing	1	7.136230642974381e-05
toy	1	7.136230642974381e-05
section	3	0.00021408691928923143
mirrored	1	7.136230642974381e-05
reflected	1	7.136230642974381e-05
drift	2	0.00014272461285948763
branch	2	0.00014272461285948763
wham	2	0.00014272461285948763
set	7	0.0004995361450082067
jumping	3	0.00021408691928923143
giraffe	1	7.136230642974381e-05
races	2	0.00014272461285948763
kilimanjaro	1	7.136230642974381e-05
shouted	4	0.00028544922571897526
jumped	5	0.00035681153214871903
bee	1	7.136230642974381e-05
mount	1	7.136230642974381e-05
everest	1	7.136230642974381e-05
swung	2	0.00014272461285948763
shore	10	0.0007136230642974381
big	33	0.002354956112181546
stripe	1	7.136230642974381e-05
beauty	2	0.00014272461285948763
picked	9	0.0006422607578676942
squirming	1	7.136230642974381e-05
hands	10	0.0007136230642974381
break	3	0.00021408691928923143
idea	11	0.0007849853707271819
kill	6	0.00042817383857846286
soothe	1	7.136230642974381e-05
approach	1	7.136230642974381e-05
needs	2	0.00014272461285948763
unscrewed	1	7.136230642974381e-05
cap	1	7.136230642974381e-05
slug	1	7.136230642974381e-05
mouth	9	0.0006422607578676942
spasm	1	7.136230642974381e-05
rapidly	2	0.00014272461285948763
telescope	1	7.136230642974381e-05
earthquake	1	7.136230642974381e-05
wide	3	0.00021408691928923143
chattering	1	7.136230642974381e-05
teeth	5	0.00035681153214871903
trickled	1	7.136230642974381e-05
stain	1	7.136230642974381e-05
happy	1	7.136230642974381e-05
ode	1	7.136230642974381e-05
alcoholics	1	7.136230642974381e-05
anonymous	1	7.136230642974381e-05
autopsy	3	0.00021408691928923143
lord	1	7.136230642974381e-05
byron	1	7.136230642974381e-05
missolonghi	2	0.00014272461285948763
greece	1	7.136230642974381e-05
afterward	1	7.136230642974381e-05
shores	2	0.00014272461285948763
idaho	11	0.0007849853707271819
carrie	3	0.00021408691928923143
worsewick	5	0.00035681153214871903
springs	11	0.0007849853707271819
paradise	4	0.00028544922571897526
duck	2	0.00014272461285948763
lake	35	0.0024976807250410332
excellent	2	0.00014272461285948763
state	2	0.00014272461285948763
appeared	3	0.00021408691928923143
suddenly	9	0.0006422607578676942
asphyxiation	1	7.136230642974381e-05
bony	1	7.136230642974381e-05
cranial	1	7.136230642974381e-05
vault	1	7.136230642974381e-05
bones	3	0.00021408691928923143
cranium	3	0.00021408691928923143
hard	16	0.001141796902875901
traces	1	7.136230642974381e-05
sutures	1	7.136230642974381e-05
person	3	0.00021408691928923143
solitary	1	7.136230642974381e-05
meninges	1	7.136230642974381e-05
attached	3	0.00021408691928923143
internal	1	7.136230642974381e-05
firmly	1	7.136230642974381e-05
sawing	1	7.136230642974381e-05
interior	1	7.136230642974381e-05
detach	1	7.136230642974381e-05
dura	1	7.136230642974381e-05
strength	2	0.00014272461285948763
robust	1	7.136230642974381e-05
sufficient	1	7.136230642974381e-05
cerebrum	1	7.136230642974381e-05
cerebellum	1	7.136230642974381e-05
weighed	2	0.00014272461285948763
medical	2	0.00014272461285948763
kidneys	1	7.136230642974381e-05
urinary	1	7.136230642974381e-05
bladder	1	7.136230642974381e-05
relatively	1	7.136230642974381e-05
destined	2	0.00014272461285948763
arrive	1	7.136230642974381e-05
june	9	0.0006422607578676942
preserved	1	7.136230642974381e-05
cask	1	7.136230642974381e-05
holding	6	0.00042817383857846286
eighty	3	0.00021408691928923143
gallons	2	0.00014272461285948763
spirits	1	7.136230642974381e-05
stanley	10	0.0007136230642974381
basin	2	0.00014272461285948763
redfish	10	0.0007136230642974381
josephus	7	0.0004995361450082067
message	2	0.00014272461285948763
campfire	2	0.00014272461285948763
drifted	2	0.00014272461285948763
valley	8	0.0005708984514379505
mare	1	7.136230642974381e-05
bell	2	0.00014272461285948763
separated	2	0.00014272461285948763
matter	3	0.00021408691928923143
tried	6	0.00042817383857846286
crowbar	1	7.136230642974381e-05
yesterday	3	0.00021408691928923143
wells	1	7.136230642974381e-05
summit	2	0.00014272461285948763
sheep	29	0.0020695068864625705
shepherd	6	0.00042817383857846286
leafy	1	7.136230642974381e-05
sweeping	4	0.00028544922571897526
aside	1	7.136230642974381e-05
skinny	1	7.136230642974381e-05
adolf	4	0.00028544922571897526
hitler	4	0.00028544922571897526
thousand	6	0.00042817383857846286
dusty	2	0.00014272461285948763
noisy	1	7.136230642974381e-05
wagon	9	0.0006422607578676942
bellmare	3	0.00021408691928923143
canvas	3	0.00021408691928923143
rippled	1	7.136230642974381e-05
driver	1	7.136230642974381e-05
seat	4	0.00028544922571897526
waved	1	7.136230642974381e-05
thank	7	0.0004995361450082067
camp	10	0.0007136230642974381
smoky	1	7.136230642974381e-05
seen	21	0.00149860843502462
fellowing	1	7.136230642974381e-05
shit	2	0.00014272461285948763
meadow	3	0.00021408691928923143
smokey	1	7.136230642974381e-05
hoping	1	7.136230642974381e-05
sight	4	0.00028544922571897526
invented	2	0.00014272461285948763
spincter	1	7.136230642974381e-05
score	1	7.136230642974381e-05
shaking	1	7.136230642974381e-05
heads	2	0.00014272461285948763
waiting	6	0.00042817383857846286
bend	2	0.00014272461285948763
burst	1	7.136230642974381e-05
roman	1	7.136230642974381e-05
candle	2	0.00014272461285948763
wondering	2	0.00014272461285948763
minds	1	7.136230642974381e-05
beer	8	0.0005708984514379505
exactly	2	0.00014272461285948763
sorry	3	0.00021408691928923143
distant	6	0.00042817383857846286
blossoms	2	0.00014272461285948763
munich	1	7.136230642974381e-05
berlin	1	7.136230642974381e-05
shrugging	1	7.136230642974381e-05
shoulders	5	0.00035681153214871903
free	5	0.00035681153214871903
dragged	1	7.136230642974381e-05
pitched	2	0.00014272461285948763
tent	8	0.0005708984514379505
goods	3	0.00021408691928923143
piled	2	0.00014272461285948763
stared	3	0.00021408691928923143
fallen	6	0.00042817383857846286
leaves	6	0.00042817383857846286
mess	1	7.136230642974381e-05
final	2	0.00014272461285948763
circle	3	0.00021408691928923143
diameter	1	7.136230642974381e-05
camping	10	0.0007136230642974381
lulled	1	7.136230642974381e-05
senseless	1	7.136230642974381e-05
sleep	8	0.0005708984514379505
banners	1	7.136230642974381e-05
army	3	0.00021408691928923143
important	7	0.0004995361450082067
arrived	3	0.00021408691928923143
stalingrad	1	7.136230642974381e-05
terrorists	3	0.00021408691928923143
machine	5	0.00035681153214871903
terrorist	1	7.136230642974381e-05
chant	1	7.136230642974381e-05
april	6	0.00042817383857846286
sixth	3	0.00021408691928923143
grade	7	0.0004995361450082067
accident	3	0.00021408691928923143
premeditation	1	7.136230642974381e-05
kids	11	0.0007849853707271819
principal	15	0.001070434596446157
daring	1	7.136230642974381e-05
mischievous	1	7.136230642974381e-05
deeds	2	0.00014272461285948763
genius	1	7.136230642974381e-05
handled	1	7.136230642974381e-05
play	5	0.00035681153214871903
yard	12	0.0008563476771569257
air	12	0.0008563476771569257
poolhall	1	7.136230642974381e-05
graders	10	0.0007136230642974381
poolballs	1	7.136230642974381e-05
bored	1	7.136230642974381e-05
prospect	1	7.136230642974381e-05
studying	3	0.00021408691928923143
cuba	3	0.00021408691928923143
grader	10	0.0007136230642974381
walking	8	0.0005708984514379505
absentmindedly	1	7.136230642974381e-05
wrote	4	0.00028544922571897526
strained	1	7.136230642974381e-05
shrugged	2	0.00014272461285948763
swings	1	7.136230642974381e-05
watched	8	0.0005708984514379505
walk	9	0.0006422607578676942
pleasing	2	0.00014272461285948763
borrowed	1	7.136230642974381e-05
help	8	0.0005708984514379505
admire	3	0.00021408691928923143
certianly	1	7.136230642974381e-05
compleated	1	7.136230642974381e-05
class	3	0.00021408691928923143
reallt	1	7.136230642974381e-05
bars	1	7.136230642974381e-05
lets	1	7.136230642974381e-05
lunch	7	0.0004995361450082067
period	3	0.00021408691928923143
included	1	7.136230642974381e-05
complaints	2	0.00014272461285948763
arriving	1	7.136230642974381e-05
teachers	6	0.00042817383857846286
miss	5	0.00035681153214871903
robins	2	0.00014272461285948763
sent	2	0.00014272461285948763
staring	6	0.00042817383857846286
aloud	3	0.00021408691928923143
gang	1	7.136230642974381e-05
ones	7	0.0004995361450082067
mean	8	0.0005708984514379505
sweater	1	7.136230642974381e-05
grandma	1	7.136230642974381e-05
excused	1	7.136230642974381e-05
summoned	1	7.136230642974381e-05
lower	4	0.00028544922571897526
reluctantly	2	0.00014272461285948763
stamped	1	7.136230642974381e-05
fidgeting	1	7.136230642974381e-05
pawing	1	7.136230642974381e-05
windows	5	0.00035681153214871903
yawning	1	7.136230642974381e-05
blink	13	0.0009277099835866696
pockets	1	7.136230642974381e-05
fixture	1	7.136230642974381e-05
ceiling	2	0.00014272461285948763
potato	1	7.136230642974381e-05
wall	10	0.0007136230642974381
silent	3	0.00021408691928923143
track	2	0.00014272461285948763
familiar	1	7.136230642974381e-05
wonder	7	0.0004995361450082067
today	2	0.00014272461285948763
travels	3	0.00021408691928923143
silence	2	0.00014272461285948763
intimately	1	7.136230642974381e-05
smile	2	0.00014272461285948763
nervously	2	0.00014272461285948763
robin	1	7.136230642974381e-05
hiding	2	0.00014272461285948763
lavatory	1	7.136230642974381e-05
mad	4	0.00028544922571897526
guilty	3	0.00021408691928923143
gotten	2	0.00014272461285948763
rid	3	0.00021408691928923143
speak	1	7.136230642974381e-05
blinking	1	7.136230642974381e-05
laying	1	7.136230642974381e-05
disaster	1	7.136230642974381e-05
e	1	7.136230642974381e-05
gimmick	1	7.136230642974381e-05
dealing	1	7.136230642974381e-05
funny	8	0.0005708984514379505
giggled	1	7.136230642974381e-05
blushed	1	7.136230642974381e-05
faintly	2	0.00014272461285948763
teach	1	7.136230642974381e-05
silly	3	0.00021408691928923143
chorus	4	0.00028544922571897526
